Traffic_Source,Time_Spent_on_Funnel_Stages,Bounce_Rate,Interactions,Number_of_Visits_Before_Conversion,Cart_Abandonment_Rate,Purchase_History,Device_Type,Time_of_Day,Discount_Usage,Loyalty_Score,Noise_Feature_1,Noise_Feature_2,Conversion
Direct,6.015536344155441,0.13082391704799096,3,1,0.5052711287186188,No,Mobile,Afternoon,No,8.26297133643341,0.7660383933330538,49,0
Direct,8.223884029450542,0.4021394414250461,4,2,0.7209930910020608,No,Mobile,Afternoon,Yes,7.149707926405711,0.9549847377809927,29,1
Paid Ads,6.118890472550467,0.5901844237042332,4,2,0.43500925709096067,Yes,Tablet,Night,No,6.7134044421925845,0.40483247052107596,4,1
Paid Ads,5.811281200338828,0.6614070863909756,3,2,0.3354165917479536,Yes,Mobile,Afternoon,Yes,6.189694576657427,0.15055416306546576,38,1
Organic Search,6.774740449606049,0.35657885059564576,4,4,0.7648808249991654,No,Mobile,Morning,No,3.7187739283477654,0.9175665061288462,0,1
Organic Search,5.8679240225989675,0.6121657373971768,6,3,0.6441143508567555,No,Mobile,Night,No,7.272219808914088,0.36633945057679795,4,0
Social Media,10.050854935808998,0.41445358195377957,3,4,0.44159893801656264,No,Mobile,Evening,No,4.938263504671558,0.8662648708524434,68,1
Direct,5.795144369493867,0.09371700355135387,4,6,0.22185025491039817,No,Desktop,Evening,Yes,2.709607100266265,0.5658582881092538,92,1
Direct,5.291269978856218,0.3983846927043261,2,1,0.7403188968285624,No,Mobile,Evening,No,3.9605460662448566,0.6848988440401124,34,0
Direct,13.3037860005186,0.2762183750756898,5,1,0.36440524421580345,Yes,Desktop,Afternoon,Yes,3.1806350318923857,0.7710631885336425,97,1
Direct,10.882220035472105,0.5836461760955483,6,2,0.2869539104125144,No,Mobile,Afternoon,No,8.058949028875869,0.4688135215774111,19,1
Organic Search,2.4154599180223997,0.39486494792910265,4,3,0.8387737360877378,No,Mobile,Evening,Yes,7.719147373479913,0.414167969632395,98,1
Social Media,5.7056951304423995,0.1444173786887059,4,5,0.6981497225226337,No,Mobile,Afternoon,No,8.446924468715178,0.7059276824432771,81,1
Organic Search,8.727388915168133,0.10005703781828817,2,3,0.49959722827479713,No,Mobile,Afternoon,No,5.202614973845949,0.18958253052826968,76,1
Organic Search,8.97126520169448,0.39580400851710984,5,1,0.5464666316916602,Yes,Mobile,Night,No,2.9919935237947763,0.7516866869893095,16,1
Social Media,3.5285214027893197,0.0,7,1,0.5730960104058036,Yes,Mobile,Afternoon,Yes,4.516124972056646,0.6416674354176716,83,1
Direct,11.475696478466965,0.2963669420344199,11,2,0.44637774474243236,No,Mobile,Afternoon,Yes,5.239846226271826,0.5673984690215821,51,0
Direct,10.475673257544878,0.44620606514856836,3,4,0.6689900197447929,No,Desktop,Morning,No,3.995966985826847,0.8593558505173436,26,0
Organic Search,9.445704896121017,0.1885966991889284,5,1,0.7960629423138597,No,Mobile,Morning,Yes,5.813598780597967,0.830452973627583,66,1
Organic Search,12.070185472136362,0.598797431381066,4,3,0.6962387726198573,No,Tablet,Afternoon,No,4.65968131190521,0.3488290224032441,13,1
Direct,9.356869977712755,0.6382013099501385,5,5,0.47720571186950184,No,Desktop,Afternoon,Yes,5.063566722898375,0.33140593877839386,74,1
Organic Search,9.345742637755542,0.19665980944960967,9,1,0.5281940754541671,No,Desktop,Afternoon,Yes,3.721311903127221,0.28292140513156794,88,1
Organic Search,12.673037815466728,0.34039116516070267,4,5,0.3395519890724593,No,Mobile,Morning,Yes,5.1244962769717795,0.5577395082150934,9,1
Organic Search,11.303658742183126,0.5989386302642943,12,6,0.6259014734634561,No,Desktop,Evening,Yes,5.097987424448422,0.2871712976286279,73,1
Organic Search,5.475477623265406,0.3997384931489822,4,1,0.13894954965055134,No,Mobile,Morning,Yes,4.399311961312067,0.38998561640092355,71,1
Organic Search,9.899585536015746,0.12110428438019605,5,5,0.5185064588763636,No,Desktop,Morning,No,5.688394560758707,0.34468356753151475,26,1
Direct,6.007196405124254,0.3713357862871294,2,3,0.3185179745631272,No,Mobile,Morning,No,2.17276100355002,0.21037698868406962,59,0
Organic Search,9.512463652850833,0.22941433554083215,7,3,0.3513097335580227,No,Mobile,Morning,Yes,5.002723971331535,0.8941149219912947,74,1
Direct,9.429840521059443,0.6216395792851771,7,1,0.504052537008973,Yes,Desktop,Afternoon,No,9.172426017419836,0.42597324302803374,91,0
Social Media,3.849598062632042,0.5211864188649178,3,2,0.39755614280894586,No,Mobile,Evening,Yes,5.528661460750043,0.4850353785250602,30,0
Organic Search,7.634463166066895,0.3372486109468744,6,2,0.42549693904354047,Yes,Tablet,Morning,Yes,4.167859542638489,0.6573952905378829,27,1
Organic Search,8.795771070741207,0.42842960250600814,9,5,0.13778483222600935,Yes,Mobile,Evening,Yes,7.926580071912047,0.687682811677774,88,1
Paid Ads,6.691129427017529,0.13837568460550276,8,2,0.4587449853672653,Yes,Desktop,Afternoon,Yes,3.494375901904159,0.129352106352146,89,1
Organic Search,8.94412982717228,0.2492445082884777,3,1,1.0,Yes,Desktop,Morning,No,2.048547565978394,0.15674353078829895,51,1
Organic Search,10.417693331003207,0.7106558375384986,8,1,0.6565408961410372,No,Mobile,Evening,No,7.118975436430136,0.9328204453219399,97,1
Paid Ads,7.908220807307734,0.4107029305159335,4,2,0.5367531186734964,No,Desktop,Afternoon,No,5.268121882251725,0.5378020955411194,41,0
Paid Ads,8.673798430124778,0.586017160958273,3,3,0.4621290800137248,No,Mobile,Afternoon,Yes,6.0632106931331124,0.45278664328010243,63,0
Organic Search,12.150272235667925,0.4464026176816057,4,4,0.19455061256713213,No,Desktop,Afternoon,Yes,3.788722486521134,0.7139852636376214,10,1
Direct,9.419589749675678,0.6628563686059049,3,1,0.5492715279850413,No,Mobile,Evening,Yes,3.612316406853175,0.580203749159709,97,0
Organic Search,8.602472869023421,0.00023249348015602633,6,1,0.6247296033348058,No,Tablet,Evening,Yes,6.440559996469274,0.33590211441461415,20,1
Paid Ads,5.125761861075918,0.36235648319619873,5,5,0.7405352373094138,No,Mobile,Morning,Yes,3.920907485194304,0.5185206401735205,4,0
Direct,10.013078034166547,0.7289563292432779,4,4,0.2365007224462659,No,Mobile,Evening,Yes,3.7159378123034856,0.2129512881881147,15,1
Direct,8.990449848175816,0.5912346871121289,2,4,0.7136450074261318,Yes,Mobile,Night,No,5.591032880361979,0.662380817122872,13,0
Paid Ads,11.851218301104225,0.6650744517580383,4,1,0.6743130771761728,Yes,Mobile,Evening,Yes,8.956131662896205,0.49693723357780273,79,1
Direct,8.140635629909934,0.39864708126870185,6,1,0.029628756904450493,No,Mobile,Evening,Yes,4.488320383199214,0.6838580088946261,17,1
Paid Ads,2.5512004995980124,0.29257871691732334,3,3,0.21376181605654665,No,Tablet,Afternoon,No,2.3439259962942973,0.6405088336604441,12,0
Organic Search,2.8996373935152144,0.19456710806241434,1,3,0.22729766891630232,Yes,Mobile,Evening,Yes,5.130356773907702,0.4958069111716893,54,1
Organic Search,10.207042291279201,0.18061438166769794,5,1,0.7240028476556779,No,Mobile,Evening,Yes,7.277087208151334,0.7857429474635195,25,1
Direct,6.28941920690554,0.5614121124417039,4,4,0.488291707980103,No,Tablet,Morning,Yes,4.529987676772158,0.7502263180608648,45,1
Paid Ads,9.310303253331492,0.5026422100841704,7,3,0.4883673806077494,Yes,Mobile,Afternoon,Yes,2.7264017721258966,0.38891468181420297,72,1
Organic Search,8.342697933507068,0.38668531013392804,4,3,0.7858151918953576,No,Mobile,Afternoon,No,6.388464683278802,0.5753437861228663,47,1
Organic Search,7.499480996918238,0.5016381309703362,7,2,0.3973007736639613,Yes,Mobile,Evening,Yes,8.332599627004939,0.7614805859224111,42,1
Organic Search,7.71091614323533,0.4284903518104122,3,1,0.5383018935054924,Yes,Mobile,Afternoon,Yes,1.7752595442831867,0.834291127902911,70,0
Paid Ads,5.40383148486432,0.5924435402798968,6,4,0.24487417926838068,No,Mobile,Morning,Yes,8.098356500087357,0.4898531287723721,74,1
Social Media,7.952666933300987,0.5905373509816341,6,3,0.6422632744964439,No,Desktop,Afternoon,Yes,7.186277149275153,0.8181161901782098,64,0
Organic Search,6.246519701616804,0.18682517990303152,3,1,0.5363993502984247,No,Mobile,Morning,Yes,4.140739333311634,0.22634764141338115,5,1
Organic Search,6.883230439622886,0.454729197493958,8,3,0.5949827318201926,No,Mobile,Afternoon,Yes,5.3879312047518475,0.007177795527873454,25,1
Social Media,7.029052865872517,0.06622664996118355,8,2,0.6568529305944518,No,Desktop,Morning,No,4.639837862978758,0.06728928251756794,15,1
Organic Search,7.319920190303842,0.42660414761811927,4,1,0.546635856619881,No,Tablet,Night,Yes,4.559088159411521,0.8880595066626936,42,0
Direct,10.76652036952126,0.5208608559403171,5,2,0.3987544384776379,Yes,Mobile,Evening,Yes,3.43741403764541,0.2251444460453862,95,1
Direct,7.6106275123859195,0.13725613104136786,5,2,0.8071579958231669,No,Desktop,Night,No,2.3582205617871512,0.4235473416747507,23,0
Paid Ads,11.071107009770296,0.3167074529078336,5,2,0.7832089608781827,Yes,Mobile,Afternoon,Yes,6.720203604219198,0.5181159439385008,54,0
Organic Search,12.613564853979444,0.4019052754439605,4,6,0.546811021012394,No,Mobile,Afternoon,No,7.309130989787015,0.003490368583397796,45,1
Organic Search,10.56483395316845,0.4467829832746779,5,3,0.44551408047994284,No,Mobile,Night,No,5.0909532179786225,0.9554695627541687,15,1
Organic Search,9.603405605205534,0.344279259355033,3,5,0.8038861630465068,Yes,Desktop,Evening,Yes,5.986934966424889,0.29731751725906186,87,1
Direct,8.980496628450561,0.16554236951906562,4,1,0.5956048782626853,No,Mobile,Evening,No,7.337901708582997,0.7109400869111232,29,0
Organic Search,10.59607612715021,0.38919855961614835,5,1,0.6304364055284079,No,Mobile,Afternoon,Yes,2.4234494973112826,0.6381624058026448,18,1
Direct,8.268082215788718,0.06955128661180437,6,4,0.6551517981243349,No,Desktop,Afternoon,No,0.743816933819275,0.8382736484872493,85,1
Organic Search,10.953709537871596,0.353471712663571,5,1,0.48212350013243516,No,Mobile,Afternoon,No,5.859646092712093,0.9890931498865365,69,1
Organic Search,9.842317415869053,0.31172527726061405,6,1,0.24125490856881326,No,Mobile,Afternoon,Yes,3.2226747809292546,0.41724860349186566,81,1
Organic Search,6.920478617658836,0.3731468653121159,8,4,0.1737647191361622,No,Mobile,Morning,No,1.5555445029981314,0.7942751063267008,80,1
Paid Ads,10.687552640308418,0.2881356045048634,4,3,0.33726703336495545,No,Mobile,Afternoon,No,4.694217545987367,0.45164367478015455,35,1
Paid Ads,8.274440017932706,0.09846383236875994,6,2,0.6772560135168679,No,Desktop,Morning,Yes,6.576304531646171,0.778836303876844,0,1
Paid Ads,7.681603977163052,0.3267313358820976,8,3,0.6349930904185688,No,Mobile,Afternoon,Yes,8.235081165992902,0.03482211283800318,36,1
Direct,6.571402518803039,0.5861640250074639,5,1,0.624177917436266,No,Mobile,Evening,No,0.855368728265236,0.15828357618644473,30,0
Direct,8.498056543623717,0.652292160797761,4,5,0.3409133804840642,Yes,Mobile,Night,No,0.6991056354228657,0.25975608915561166,26,0
Organic Search,10.989387846238952,0.8878668557438534,4,5,0.7859457066395336,Yes,Mobile,Afternoon,Yes,2.6791050932609735,0.37817695793924744,86,1
Social Media,10.666820016779113,0.7383300816795328,2,1,1.0,No,Desktop,Night,Yes,5.829183955033182,0.5509472165340027,16,1
Paid Ads,9.06018139237687,0.16061241466637918,7,1,0.22121815025927422,Yes,Desktop,Evening,No,7.287804475211322,0.973459043942768,55,1
Paid Ads,9.798930922175106,0.3183124797454681,4,6,0.43556129968522916,Yes,Desktop,Morning,No,1.990066739380882,0.35367500523480555,91,1
Organic Search,11.815090374567674,0.39544287303244463,8,2,0.3155364955561537,No,Tablet,Afternoon,No,7.791050578017067,0.2389278163544606,63,1
Organic Search,7.550101126487417,0.3828880331532601,1,4,0.3978844266032413,No,Desktop,Night,No,7.967016927655765,0.3886906894709795,26,1
Organic Search,4.653739989409381,0.4139066659792452,6,1,0.3461865348537254,No,Mobile,Afternoon,No,1.2805381047903746,0.7143238324399298,43,0
Direct,11.903389556535718,0.8815182843095117,2,1,0.08960377625876975,Yes,Mobile,Morning,Yes,5.110284565810284,0.1849093709568007,4,0
Direct,6.410665243907845,0.18358969084152055,4,2,0.8410805991711644,No,Mobile,Afternoon,No,4.082912067900198,0.8646326377228584,90,1
Social Media,5.928985629968286,0.25729377275714027,10,3,0.5459262489328539,No,Desktop,Evening,No,4.33177305145978,0.9172784858910937,96,1
Direct,2.611406733996346,0.7287651860178186,2,3,0.5167846292421046,Yes,Desktop,Evening,No,7.997180703825461,0.3797177708344873,14,1
Direct,9.71384915949289,0.2768037313830296,8,1,0.5810219202322164,No,Mobile,Afternoon,No,7.729490478301477,0.37135938934087087,89,1
Direct,3.1356421263433356,0.4787161300671432,12,1,0.0,No,Desktop,Evening,Yes,4.209336415036214,0.6263958939035897,76,1
Social Media,5.7492235769247895,0.6069314739736418,8,1,0.40532556256056107,Yes,Desktop,Evening,Yes,3.615444479681471,0.13666945412122078,97,0
Organic Search,9.764710383545175,0.497299803346406,4,2,0.47697485270233214,No,Desktop,Evening,Yes,7.432217734645159,0.5691214328855975,35,1
Organic Search,10.165763757225116,0.43835312662049847,5,3,0.7417961233157586,Yes,Desktop,Afternoon,No,6.63407064398612,0.15402625156000616,2,0
Social Media,6.0448875553453,0.5877221539387968,14,2,0.5209472529301621,No,Mobile,Morning,Yes,5.425214988671824,0.6422271217279828,95,0
Organic Search,7.597540019022784,0.22138628869900592,5,1,0.8372859966114053,Yes,Mobile,Evening,No,5.470945046979298,0.8622765515847012,5,1
Organic Search,5.382216420781541,0.30072737410079975,4,3,0.8110137455675945,No,Mobile,Afternoon,No,3.670436108095392,0.00047441923844793177,59,0
Direct,6.354809636566452,0.5071275176930328,8,2,0.28801287821486954,Yes,Mobile,Evening,No,5.8750219994094355,0.3506125464622143,85,1
Direct,8.79864578045872,0.0,4,5,0.44426764094368065,No,Mobile,Afternoon,Yes,2.0280006580320697,0.6856939249708538,98,0
Paid Ads,6.495059963610627,0.6833167646689385,8,2,0.5813153383780455,No,Mobile,Afternoon,Yes,3.577354705346923,0.4271587236826586,40,1
Paid Ads,7.267354879472992,0.4606784750395563,5,1,0.32607907674883274,No,Mobile,Morning,Yes,6.758925676513561,0.4682593181379129,73,1
Organic Search,3.6058799551472998,0.4306063505562301,2,1,0.3738878019962136,No,Mobile,Evening,Yes,5.840338794358029,0.6196867428119784,82,1
Organic Search,11.398868494418412,0.07389742447178854,11,4,0.4806658914946508,No,Tablet,Afternoon,Yes,5.161127958007732,0.5233161306599298,62,1
Organic Search,9.530199779513197,0.14267817492005241,3,1,0.4707772853600112,No,Tablet,Evening,Yes,6.154183609787149,0.3552772161758837,71,0
Direct,10.378716115511605,0.3202832671398277,5,1,0.33593102470366565,No,Desktop,Evening,No,2.192040877003142,0.42265160166875193,26,0
Direct,11.871275973850587,0.5614859700591198,5,2,0.4156435589455435,No,Mobile,Afternoon,Yes,9.24690247661352,0.5294514095873286,1,1
Direct,5.524361373362851,0.0,9,4,0.569750458670588,No,Desktop,Evening,No,4.427515767971652,0.8820323269760573,71,1
Direct,6.924816550915929,0.5576729601554713,4,3,0.48530843684631203,No,Desktop,Night,No,5.650661456494618,0.9964420896042514,93,0
Paid Ads,2.315496897253367,0.3279937351783267,1,2,0.2982347899915777,Yes,Mobile,Afternoon,No,6.146410812469491,0.19068526482886583,94,0
Direct,17.42126873030671,0.3553153054516696,6,4,0.8244814801333382,No,Mobile,Evening,Yes,4.925504944704638,0.6165423564331416,19,1
Direct,7.551244054047872,0.4507185883381613,4,1,1.0,No,Mobile,Morning,No,4.577849263464349,0.3034002672522952,77,1
Organic Search,11.116183699744736,0.4538634475692823,4,4,0.6995350951566947,No,Mobile,Afternoon,No,5.312197360673434,0.6362755052925728,60,1
Paid Ads,4.285516566993624,0.25751428201268056,5,4,0.5015979965167565,No,Desktop,Afternoon,Yes,4.748101702444259,0.7682570383305908,26,1
Direct,10.989165276929029,0.5249820176937685,5,5,0.4186714801955381,No,Mobile,Evening,Yes,5.403791480318023,0.8812515151110808,53,1
Direct,13.572772629948997,0.0,6,8,0.48123890017106263,No,Desktop,Morning,No,7.651207314794185,0.45638274973618576,96,1
Organic Search,7.819157752916055,0.30991622268646907,4,4,0.4974646787000412,No,Desktop,Afternoon,No,4.231012888419074,0.49783342105208794,32,1
Paid Ads,4.9673555102311955,0.4307363526353808,3,4,0.48715288159279124,No,Mobile,Night,Yes,5.123353689194337,0.20024009026024003,78,1
Organic Search,7.5836107971633915,0.33101013695710507,8,1,0.5635152157868631,No,Desktop,Afternoon,No,3.433129904030343,0.26822601106495503,88,1
Paid Ads,1.3197154251283205,0.03461793920680367,5,4,0.6180842914252862,Yes,Desktop,Afternoon,No,4.458575047844027,0.09681729370085257,92,1
Social Media,7.886339896934475,0.5516054757520942,7,6,0.848294474962277,No,Desktop,Morning,No,0.0,0.942191724635981,84,0
Paid Ads,10.462901417938987,0.15032243757458957,6,1,0.62123238970059,Yes,Mobile,Evening,No,6.070025353972046,0.413949008971909,62,0
Organic Search,7.892727066879457,0.3864971984943421,5,5,0.3961935942004737,No,Tablet,Afternoon,No,6.006556660603389,0.24792687957555948,76,1
Organic Search,7.147581335933098,0.4306069194135246,5,4,0.32802479849277044,No,Tablet,Afternoon,Yes,3.9597208899140535,0.9194874358491,51,1
Direct,9.5827043483361,0.40396543075307345,6,4,0.5473846630729859,Yes,Desktop,Night,No,7.998083058366059,0.5766109010315168,44,1
Social Media,9.812074540848657,0.6338021851727631,5,3,0.47948728749860403,No,Desktop,Afternoon,No,5.716274610231479,0.6253784565743862,47,1
Organic Search,3.0202833124844517,0.3893474880012627,5,1,0.7945534126174597,No,Desktop,Evening,Yes,4.742279722878167,0.6819143628193202,88,1
Direct,8.266468886836366,0.4854910809393881,5,1,0.6411572619470436,Yes,Mobile,Morning,No,0.43556318766128754,0.5386090457307192,36,1
Organic Search,15.30795537268773,0.3888191933697518,7,3,0.32781355598938566,Yes,Desktop,Afternoon,No,3.027887734360247,0.8529414482519347,39,1
Direct,3.9949512630559285,0.5225912168332549,4,1,0.45471829497515787,Yes,Mobile,Evening,No,6.850938319643076,0.3997646220365658,58,1
Organic Search,7.7437435015008,0.6786990594095046,4,6,0.3520695612820901,No,Tablet,Evening,Yes,2.659237514326646,0.5450115602586201,95,1
Organic Search,13.825238366155109,0.4275083658944388,7,1,0.8561221662723354,Yes,Mobile,Evening,No,6.874169948860235,0.6137918939386715,21,1
Organic Search,11.312525469631026,0.5563700715166,5,5,0.3466439601614443,No,Mobile,Evening,Yes,4.003429811273557,0.6089189696276739,27,1
Paid Ads,6.4598099576718155,0.6910657869764395,7,3,0.2486835683816655,No,Mobile,Morning,No,4.288189269108077,0.11256843543391182,29,0
Direct,8.618406138867812,0.6714368493948544,10,4,0.4038114637232698,No,Tablet,Afternoon,No,5.301216325135494,0.693197059060057,42,1
Organic Search,7.99366496004553,0.3229421192777579,7,1,0.24100151584538182,No,Mobile,Afternoon,Yes,4.712275714152203,0.6248416697942126,85,1
Organic Search,5.755784587034998,0.6072864711490336,3,6,0.24434998772981104,No,Tablet,Night,No,5.537585520846632,0.5679714016064173,5,0
Organic Search,7.777243677520753,0.4497542320094386,6,2,0.5970901585294032,Yes,Tablet,Afternoon,No,6.200863867065772,0.5026999738275437,92,0
Paid Ads,7.160101601580412,0.6234459995467828,3,7,0.5139554630379732,No,Mobile,Morning,No,5.489437997945728,0.5667103943487455,96,1
Organic Search,8.33824681423025,0.51372691671259,4,3,0.9569612952829254,No,Desktop,Morning,No,5.272469041236565,0.10435708903322471,21,0
Organic Search,5.754850457926899,0.4551336152072376,6,1,0.9452918350267576,No,Mobile,Evening,Yes,3.189722896526872,0.44877013995690407,24,1
Direct,4.1701453992660165,0.4867944160692709,4,4,0.5464494223104904,No,Mobile,Afternoon,Yes,5.328162021261114,0.510862304713159,76,0
Social Media,7.876157679822888,0.45104759120778626,4,4,0.6644032314474299,No,Mobile,Afternoon,No,4.220178015218445,0.9532942399034993,23,0
Organic Search,13.14535465453634,0.4588666090273021,3,2,0.463907050437331,No,Desktop,Afternoon,Yes,4.153860873849024,0.2685548258788748,9,0
Paid Ads,8.246608778788389,0.36823352788361824,5,3,0.7065644483866619,No,Desktop,Night,Yes,6.93794107823445,0.861549836425727,90,1
Direct,7.005218663205364,0.34965513187849656,6,4,0.5057618076692562,No,Mobile,Morning,No,3.6271350499359385,0.9869853974188104,69,1
Direct,10.262257415115496,0.7526349858745339,5,1,0.4241193581257978,Yes,Desktop,Evening,Yes,8.884309814000812,0.3666929194176569,1,1
Organic Search,7.525041162213864,0.49550558222223684,6,1,0.3747089146174174,No,Mobile,Evening,No,8.972653079531643,0.8653102371445464,50,0
Paid Ads,13.604098774877329,0.2853390155537201,8,1,0.46897719507363533,No,Tablet,Evening,Yes,7.691308646891172,0.6887448750901628,88,1
Organic Search,7.988262472114765,0.34451651371407127,4,6,0.5091291286869748,Yes,Mobile,Afternoon,Yes,6.259861188800414,0.8804392590844753,16,1
Social Media,10.10149118947449,0.6112516906895903,4,2,0.7074200615318594,No,Mobile,Evening,No,5.342202898207099,0.8209744588055986,14,1
Organic Search,5.736186852820182,0.25276265798227615,6,6,0.5093323370641062,No,Desktop,Morning,Yes,3.3400368869737793,0.459920340283124,92,1
Organic Search,9.509267760009987,0.10359446363779784,4,3,0.26672080151163263,No,Desktop,Night,Yes,0.46593672983059253,0.8053168770152089,10,0
Direct,8.825280430831263,0.11831017187959109,5,1,0.7904387642136708,No,Mobile,Evening,No,4.438451565682906,0.6801900513311958,34,1
Paid Ads,7.830481626022376,0.05420487995904244,6,4,0.5185865758541204,No,Desktop,Morning,No,5.13580241179882,0.8085002506089483,35,0
Direct,6.494726716490839,0.14023702834710838,11,4,0.6931076092974435,No,Tablet,Evening,Yes,3.1879160390141092,0.6037048022986269,26,1
Paid Ads,6.085909503042877,0.16382681203983795,3,2,0.08820346034617743,No,Mobile,Afternoon,No,3.2913998663061026,0.6778453639619384,78,0
Social Media,8.847057991938957,0.6770474759216278,7,2,0.2562998893533446,No,Mobile,Morning,No,3.920159124027762,0.019567709596758354,98,1
Social Media,9.886817329089421,0.39076415746814636,5,5,0.0,Yes,Desktop,Afternoon,Yes,4.772118858126204,0.30237532335352424,37,0
Organic Search,7.618511611117606,0.32734729217265657,4,2,0.35786249644316215,No,Mobile,Evening,No,3.1928017621010594,0.7112883657813031,82,1
Organic Search,8.861803787362376,0.11131738739628527,5,2,0.6689476559839443,No,Desktop,Evening,Yes,8.748141754459406,0.6399373994496235,41,1
Paid Ads,7.886255965601691,0.371374720505732,2,1,0.5429501834399257,No,Mobile,Night,No,5.051448864991205,0.7004759000111969,1,0
Direct,8.295578074716163,0.052534387487161494,6,4,0.536887384368089,Yes,Mobile,Afternoon,No,5.202731716478986,0.2288087533669788,14,1
Organic Search,7.398665051968325,0.32611656574272707,3,3,0.8235809020730791,No,Mobile,Evening,Yes,8.713887350770774,0.39243237930559516,76,0
Direct,8.053917738104925,0.8128988779687351,10,3,0.572780329258853,No,Tablet,Afternoon,Yes,5.572218232085088,0.6313003571651497,16,1
Organic Search,16.094121370452278,0.532760715741273,6,4,0.5041423781748886,No,Desktop,Evening,Yes,6.149576524781633,0.7086398411411075,36,0
Direct,8.934902896422274,0.3580403679290939,5,3,0.21646681868276502,No,Mobile,Afternoon,Yes,8.018878119027821,0.5635141277876858,46,1
Direct,9.93589087529313,0.5396247210812714,1,1,0.7054469501614572,Yes,Tablet,Afternoon,Yes,9.452708684774795,0.05281713368218488,2,1
Organic Search,9.31407081598429,0.2956913643744864,9,1,0.9770607403118424,Yes,Mobile,Afternoon,No,8.189479847393804,0.10192120905844004,31,1
Organic Search,7.2115495301088215,0.23986445142416246,3,3,0.10982049972880004,No,Mobile,Morning,Yes,1.7962941099788967,0.7527986011692077,82,1
Organic Search,11.881967639875004,0.7408259259065685,4,3,0.5520610734162354,No,Mobile,Evening,Yes,2.1191764729092784,0.30741140275462,66,1
Direct,7.1265086887209765,0.1715450692159453,6,1,0.40421990067850844,No,Mobile,Evening,Yes,7.746677847645273,0.07021262290811536,29,1
Organic Search,11.165163646827654,0.32917575286452994,5,1,0.22945923098157267,No,Mobile,Afternoon,No,2.3380030882056784,0.6031231585374285,0,1
Direct,6.997379005800654,0.4612066564727021,2,5,0.34593428724294184,No,Desktop,Afternoon,Yes,3.83971654765264,0.6738458198050828,57,1
Organic Search,5.1200824425678775,0.21275315884851037,8,1,0.38786456579091466,No,Mobile,Morning,Yes,5.654529370470235,0.836544458715677,17,1
Organic Search,9.096188624708578,0.5301209907262819,6,1,0.4000393133369211,No,Desktop,Night,Yes,10.0,0.4482838270234736,59,1
Organic Search,4.6859949316936795,0.33868109507154953,3,2,0.37895521876365656,No,Mobile,Afternoon,Yes,9.532497275021928,0.866696631998466,91,0
Paid Ads,9.606920675049828,0.5327820655133714,4,3,0.507411888972244,No,Desktop,Morning,Yes,3.4096526304400507,0.4299764089623943,48,1
Organic Search,4.41752403172605,0.5171968359501037,3,2,0.3527303237416386,No,Mobile,Afternoon,Yes,2.762280778999881,0.4945499059340608,99,1
Paid Ads,7.04297590858144,0.35139757387483406,5,4,0.6494348328515362,No,Tablet,Evening,Yes,8.370992509338445,0.8633506657795796,67,1
Organic Search,3.704810910425776,0.742131734518197,4,7,0.34055974939633593,No,Desktop,Evening,No,8.162451032873749,0.5615210251560749,95,1
Organic Search,16.47250102820819,0.2669328393133117,8,4,0.4749952201545868,Yes,Mobile,Afternoon,No,1.7698365350385736,0.3012786569295416,79,1
Organic Search,3.038121321151057,0.6697740941097474,5,1,0.9513457440402304,Yes,Tablet,Afternoon,Yes,4.154698837841163,0.23605470711815735,83,1
Direct,8.029441221189213,0.6349866485256082,5,1,0.39230333988342303,No,Mobile,Evening,No,3.915664435012524,0.8315539297648155,70,1
Organic Search,11.42991282299004,0.7541764415320881,5,3,0.2973223765286794,No,Mobile,Evening,No,6.393983224877735,0.7423085243410347,15,1
Organic Search,11.109157725761076,0.43481120786860417,6,1,0.24421395365567916,No,Desktop,Afternoon,No,9.471713759377252,0.8344442552557643,98,1
Organic Search,10.554026366519413,0.24228285761440205,3,3,0.23865020718315932,No,Mobile,Morning,No,4.2218829980260475,0.9564005780063233,5,1
Direct,7.048314835335574,0.8153593170659095,2,4,0.3007221463132801,No,Mobile,Afternoon,Yes,2.2520003000118596,0.4983152196467324,54,1
Direct,12.053266839011005,0.33305970640472715,4,1,0.3083138023064895,No,Mobile,Afternoon,No,5.430961854669137,0.9173739221526891,52,1
Social Media,10.740173272406548,0.2372914854588929,7,3,0.7283632056428291,No,Desktop,Afternoon,Yes,7.820926992706092,0.18765258976017585,53,1
Organic Search,8.63689885298143,0.36204265081903747,3,3,0.0,No,Mobile,Evening,No,3.562439825952855,0.28808436094685386,15,0
Direct,8.721742273179776,0.2036618567685845,5,1,0.33601208547313877,No,Desktop,Afternoon,No,6.709377864277332,0.24569160317633454,66,0
Organic Search,7.088232057153882,0.5052297650246692,4,2,0.7944953406983122,Yes,Desktop,Afternoon,Yes,4.462057648337837,0.2637002544715753,34,1
Organic Search,5.271043922500885,0.27886632364829755,6,4,0.31725538013029836,No,Mobile,Morning,Yes,3.933042235278312,0.47983382407370967,48,1
Paid Ads,11.711452926436149,0.3425031660190256,5,1,0.5491899192563806,Yes,Desktop,Morning,Yes,4.577696938039012,0.09817732984794014,92,1
Direct,11.936623980804596,0.5935557723329925,6,5,0.636389814369157,No,Mobile,Afternoon,No,3.8833204521229208,0.7687790072580859,34,1
